Folio_denuncia,Fecha_captura,Estado,Municipio,Localidad,Lugar_conocido,Tipo_denuncia,Instrumento_utilizado,Estatus,Especie
14150182,21/07/2015,Jalisco,Zapotlán del Rey,Zapotlán del Rey,EJIDO ZAPOTLAN,Comercialización ilegal,Otros,Sin atender,MOJARRA
6150183,22/07/2015,Colima,Tecomán,Tecomán,PLAYA LA BOCA DE PASCUALES,Captura ilegal,Embarcación Menor,Atendido,ROBALO
25150184,23/07/2015,Sinaloa,Escuinapa,Teacapán,LAS CABRAS Y TANBORA,Captura ilegal,Embarcación Menor,Atendido,CAMARON
3150185,24/07/2015,Baja California Sur,Comondú,Puerto San Carlos,BAHIA ALMEJAS,Captura ilegal,Embarcación Menor,Atendido,CAMARON
30150186,24/07/2015,Veracruz,Tuxpan,Túxpam de Rodríguez Cano,TUXPAM.VERACRUZ,Captura ilegal,Embarcación Menor,Sin atender,CAMARON
30150187,26/07/2015,Veracruz,Tamiahua,La Reforma,LA REFORMA,Captura ilegal,Embarcación Menor,Sin atender,LEBRANCHA
14150188,27/07/2015,Jalisco,Ameca,Ameca,PRESA DE TEXCALAME,Captura ilegal,Otros,Atendido,OTRAS
13150189,27/07/2015,Hidalgo,Tepeji del Río de Ocampo,Tepeji de Ocampo,PRESA REQUENA,Captura ilegal,Método de pesca,Sin atender,MOJARRA
14150190,28/07/2015,Jalisco,Puerto Vallarta,Puerto Vallarta,BOCA DEL RIO CUALE A LOS MUERTOS,Captura ilegal,Arte de pesca,Atendido,SARDINA
3150191,28/07/2015,Baja California Sur,Comondú,Puerto San Carlos,BAJO DE CALIFORNIA,Captura ilegal,Embarcación Menor,Atendido,CAMARON
21150192,29/07/2015,Puebla,Xicotepec,El Tepetate,XICOTEPEC DE JUAREZ,Captura ilegal,Método de pesca,Sin atender,TRUCHA
14150193,29/07/2015,Jalisco,Tepatitlán de Morelos,Tepatitlán de Morelos,CENTRO,Otros,Arte de pesca,Sin atender,-1
30150194,29/07/2015,Veracruz,Veracruz,Veracruz,PARQUE ARRECIFAL,Otros,Arte de pesca,Sin atender,-1
14150195,31/07/2015,Jalisco,Chapala,Chapala,SAN JUAN COSALA,Posesión ilegal,Otros,Atendido,OTRAS
14150196,04/08/2015,Jalisco,Tepatitlán de Morelos,Tepatitlán de Morelos,CENTRO,Otros,Otros,Atendido,-1
14150197,04/08/2015,Jalisco,Tepatitlán de Morelos,Buenavista,BURENAVISTA,Otros,Embarcación Menor,Atendido,-1
14150198,04/08/2015,Jalisco,Tepatitlán de Morelos,El Bajío de Plascencia,BAJIO,Otros,Arte de pesca,Atendido,-1
14150199,04/08/2015,Jalisco,Tepatitlán de Morelos,Tepatitlán de Morelos,PRESA EL JEHUITE,Captura ilegal,Otros,Atendido,MOJARRA
14150200,05/08/2015,Jalisco,Chapala,Chapala,EL ACUEDUCTO,Captura ilegal,Arte de pesca,Atendido,MOJARRA
14150201,05/08/2015,Jalisco,Ocotlán,Ocotlán,FILETEADORA DEL NEGRO,Comercialización ilegal,Otros,Atendido,MOJARRA
12150202,07/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,ACAPULCO DE JUAREZ,Otros,Otros,Atendido,-1
12150203,07/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,ACAPULCO DE JUAREZ,Otros,Otros,Atendido,-1
30150204,07/08/2015,Veracruz,Veracruz,Veracruz,PARQUE ARRECIFAL,Captura ilegal,Otros,Sin atender,-1
30150205,07/08/2015,Veracruz,Veracruz,Veracruz,PARQUE ARRECIFAL,Captura ilegal,Arte de pesca,Sin atender,FAUNA
14150206,11/08/2015,Jalisco,Degollado,Los Arrayanes,PRESA EL MARIJO,Captura ilegal,Método de pesca,Sin atender,OTRAS
14150207,11/08/2015,Jalisco,Villa Hidalgo,Villa Hidalgo,PRESA JUIQUINAQUE,Captura ilegal,Arte de pesca,Atendido,OTRAS
3150208,14/08/2015,Baja California Sur,Comondú,Puerto San Carlos,POLIGONO 1,Captura ilegal,Embarcación Menor,Atendido,ALMEJA
31150209,14/08/2015,Yucatán,Conkal,Conkal,CALLE 22 NUMERO 69 ENTRE 11 Y 13,Captura ilegal,Otros,Atendido,OTRAS
3150210,16/08/2015,Baja California Sur,Comondú,Puerto San Carlos,POLIGONO 1,Captura ilegal,Embarcación Menor,Atendido,ALMEJA
25150211,17/08/2015,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),ESTERO DEL TAZAJAL,Captura ilegal,Arte de pesca,Atendido,OSTION
12150212,17/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,BAHIA DE SANTA LUCIA,Captura ilegal,Embarcación Menor,Atendido,TIBURON
12150213,17/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,BAHIA DE ACAPULCO,Captura ilegal,Otros,Atendido,TIBURON
12150214,18/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,BAHÍA DE ACAPULCO,Captura ilegal,Embarcación Menor,Atendido,CAZON
14150215,20/08/2015,Jalisco,Puerto Vallarta,Puerto Vallarta,ZONA COSTERA PUERTO VALLARTA A PUNTA NEGRA,Captura ilegal,Arte de pesca,Atendido,OTRAS
14150216,21/08/2015,Jalisco,Jilotlán de los Dolores,Presa Constitución de Apatzingán (La Presa),LA PRESA,Comercialización ilegal,Vehiculo,Atendido,MOJARRA
25150217,21/08/2015,Sinaloa,Guasave,La Brecha,ESTERO EL MANGLITO,Captura ilegal,Embarcación Menor,Atendido,ALMEJA
25150218,21/08/2015,Sinaloa,Guasave,Sacrificio,EL TORTUGO,Captura ilegal,Embarcación Menor,Atendido,ALMEJA
12150219,22/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,ACAPULCO,Captura ilegal,Otros,Atendido,TIBURON
12150220,22/08/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,ACAPULCO,Captura ilegal,Otros,Atendido,TIBURON
25150221,27/08/2015,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),COMO EL TAZAJAL O LOMAS DEL MAR DE PIAXTLA,Captura ilegal,Arte de pesca,Atendido,OSTION
26150222,28/08/2015,Sonora,Hermosillo,Bahía de Kino,BAHÍA DE KINO A PUNTA BAJA.,Captura ilegal,Embarcación Menor,Atendido,CAMARON
25150223,31/08/2015,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),ESTERO EL TAZAJAL Y PAREDONES ROJOS EN LAS SALINAS,Captura ilegal,Arte de pesca,Atendido,OSTION
26150224,31/08/2015,Sonora,Huatabampo,Moroncárit,MORONCARIT,Posesión ilegal,Vehiculo,Atendido,-1
3150225,01/09/2015,Baja California Sur,Comondú,Puerto San Carlos,POLIGONO 1,Captura ilegal,Embarcación Menor,Atendido,ALMEJA
14150226,03/09/2015,Jalisco,Tepatitlán de Morelos,Tepatitlán de Morelos,PRESA LA RED,Posesión ilegal,Arte de pesca,Sin atender,OTRAS
16150227,03/09/2015,Michoacán,Lázaro Cárdenas,Ciudad Lázaro Cárdenas,DESEMBOCADURA DEL RIO BALSAS,Captura ilegal,Embarcación Menor,Atendido,LANGOSTA
14150228,04/09/2015,Jalisco,Poncitlán,El Zapote (Uvalano),EL ZAPOTE,Captura ilegal,Arte de pesca,Atendido,MOJARRA
14150229,04/09/2015,Jalisco,Ocotlán,La Vastaguera,LAS BOMBAS DEL FUERTE,Captura ilegal,Arte de pesca,Atendido,MOJARRA
3150230,06/09/2015,Baja California Sur,Comondú,Puerto San Carlos,EL MOCHOMO,Captura ilegal,Arte de pesca,Sin atender,CAMARON
14150231,08/09/2015,Jalisco,Ameca,Ameca,PRESA DE TEXCALAME,Captura ilegal,Arte de pesca,Sin atender,OTRAS
14150232,08/09/2015,Jalisco,Ameca,Ameca,PRESA DE TEXCALAME,Captura ilegal,Arte de pesca,Sin atender,OTRAS
4150233,08/09/2015,Campeche,Calakmul,Bel-Ha,BEL-HA,Transportación ilegal,Vehiculo,Atendido,PULPO
3150234,09/09/2015,Baja California Sur,Los Cabos,San José del Cabo,CARRETERA FONATUR,Comercialización ilegal,Otros,Atendido,-1
26150235,13/09/2015,Sonora,Guaymas,Heroica Guaymas,GUAYMAS,Otros,Embarcación Menor,Atendido,CAMARON
26150236,14/09/2015,Sonora,Huatabampo,Huatabampo,BOCA DEL RIO SIARIS,Captura ilegal,Embarcación Menor,Atendido,CAMARON
2150237,15/09/2015,Baja California,Ensenada,El Ajusco,PUERTO DE SANTO TOMAS,Otros,Embarcación Menor,Atendido,ERIZO
11150238,17/09/2015,Guanajuato,Tarimoro,Tarimoro,ZONA CENTRO,Captura ilegal,Arte de pesca,Atendido,MOJARRA
12150239,20/09/2015,Guerrero,Acapulco de Juárez,Acapulco de Juárez,POTRERILLO,Captura ilegal,Método de pesca,Atendido,TIBURON
11150240,21/09/2015,Guanajuato,Tarimoro,Tarimoro,PRESA EL CUBO,Otros,Arte de pesca,Atendido,MOJARRA
11150241,22/09/2015,Guanajuato,Yuriria,La Angostura,CALLE GÓMEZ FARÍAS,Captura ilegal,Embarcación Menor,Atendido,MOJARRA
14150242,23/09/2015,Jalisco,Villa Hidalgo,Villa Hidalgo,PRESA JUISPINAQUE,Posesión ilegal,Arte de pesca,Atendido,OTRAS
15150243,25/09/2015,México,Almoloya de Juárez,Benito Juárez,CONOCIDO,Captura ilegal,Arte de pesca,Atendido,BAGRE
3150244,29/09/2015,Baja California Sur,Los Cabos,Cabo San Lucas,LA MARINA,Captura ilegal,Arte de pesca,Atendido,SARDINA
3150245,29/09/2015,Baja California Sur,Los Cabos,Cabo San Lucas,LA MARINA,Captura ilegal,Arte de pesca,Atendido,SARDINA
2150246,30/09/2015,Baja California,Ensenada,null,GONZAGA BAY,Comercialización ilegal,Método de pesca,Sin atender,CINTILLA
2150247,30/09/2015,Baja California,Ensenada,null,GONZAGA BAY,Comercialización ilegal,Método de pesca,Sin atender,CINTILLA
2150248,30/09/2015,Baja California,Ensenada,null,GONZAGA BAY,Comercialización ilegal,Método de pesca,Sin atender,CINTILLA
2150249,30/09/2015,Baja California,Ensenada,null,GONZAGA BAY,Comercialización ilegal,Método de pesca,Sin atender,CINTILLA
14150250,06/10/2015,Jalisco,Unión de Tula,Tacotán (La Alpatahua),PRESA TACOTAN,Captura ilegal,Arte de pesca,Atendido,MOJARRA
4150251,13/10/2015,Campeche,Campeche,Lerma,LERMA,Transportación ilegal,Vehiculo,Atendido,PULPO
2150252,15/10/2015,Baja California,Tijuana,Tijuana,DESCARGA DE PLANTA DE TRATAMIENTO DE AGUAS NEGRAS,Captura ilegal,Embarcación Mayor,Sin atender,OTRAS
14150253,27/10/2015,Jalisco,Ameca,Ameca,TEXCALAME,Posesión ilegal,Otros,Atendido,OTRAS
3150254,27/10/2015,Baja California Sur,La Paz,La Paz,MAR DE CORTEZ,Captura ilegal,Método de pesca,Atendido,OTRAS
30150255,29/10/2015,Veracruz,Catemaco,Catemaco,EL HUERTO,Captura ilegal,Arte de pesca,Sin atender,OTRAS
14150256,04/11/2015,Jalisco,Villa Hidalgo,Villa Hidalgo,PRESA JUIQUINAQUE,Posesión ilegal,Método de pesca,Atendido,OTRAS
3150257,04/11/2015,Baja California Sur,Mulegé,Guerrero Negro,EL CHAPARRITO,Captura ilegal,Otros,Atendido,OTRAS
21150258,05/11/2015,Puebla,Xochiltepec,Xochiltepec,LAGUNA EPATLÁN/XOCHILTEPEC,Captura ilegal,Arte de pesca,Sin atender,OTRAS
14150259,11/11/2015,Jalisco,Villa Corona,Estipac,BORDO LAS TUSAS,Captura ilegal,Arte de pesca,Atendido,OTRAS
31150260,12/11/2015,Yucatán,Tizimín,El Cuyo,CASA EN DOMICILIO CONOCIDO.,Comercialización ilegal,Otros,Atendido,OTRAS
14150261,13/11/2015,Jalisco,Puerto Vallarta,Puerto Vallarta,PUERTO VALLARTA,Captura ilegal,Arte de pesca,Atendido,DORADO
23150262,18/11/2015,Quintana Roo,Benito Juárez,Cancún,HOTEL ALL RITMO,Captura ilegal,Embarcación Menor,Atendido,OTRAS
23150263,24/11/2015,Quintana Roo,Othón P. Blanco,Mahahual,LAGUNA KM 3.5 AL NORTE DE RIO INDIO,Captura ilegal,Otros,Atendido,OTRAS
30150264,24/11/2015,Veracruz,null,null,CASITAS,Comercialización ilegal,Embarcación Menor,Sin atender,LISA
14150265,27/11/2015,Jalisco,Poncitlán,Agua Caliente,RINCONADA DE OCOTLAN,Captura ilegal,Arte de pesca,Atendido,OTRAS
3150266,01/12/2015,Baja California Sur,Los Cabos,La Ribera,LA RIBERA,Otros,Embarcación Menor,Atendido,GUACHINANGO
25150267,01/12/2015,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),MARMOL DE SALCIDO,Captura ilegal,Método de pesca,Atendido,OSTION
25150268,02/12/2015,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),MARMOL,Captura ilegal,Método de pesca,Atendido,OSTION
14150269,03/12/2015,Jalisco,Ocotlán,Ocotlán,COOPERATIVA DEL FUERTE,Otros,Otros,Atendido,-1
14150270,03/12/2015,Jalisco,Ocotlán,Ocotlán,EL CENTRO,Posesión ilegal,Otros,Atendido,CHARAL
14150271,03/12/2015,Jalisco,Jamay,El Arco,CENTRO,Posesión ilegal,Otros,Atendido,BAGRE
26150272,05/12/2015,Sonora,San Luis Río Colorado,Golfo de Santa Clara,GOLFO DE SANTA CLARA,Captura ilegal,Embarcación Menor,Atendido,BONITO
25150273,07/12/2015,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),"LOS PAREDDONES ,EL 29,MARMOL,EL TAZAJAL28",Captura ilegal,Método de pesca,Sin atender,OSTION
14150274,09/12/2015,Jalisco,Ameca,Ameca,TESCALAMAE,Posesión ilegal,Arte de pesca,Sin atender,OTRAS
26150275,16/12/2015,Sonora,Hermosillo,Bahía de Kino,BAHIA DE KINO,Captura ilegal,Arte de pesca,Sin atender,CARACOL
14150276,18/12/2015,Jalisco,Tomatlán,La Cruz de Loreto,ESTEROS AGUA DULCE,Captura ilegal,Embarcación Menor,Sin atender,MOJARRA
5150277,24/12/2015,Coahuila,Candela,La Candelaria,PRUEBA,Transportación ilegal,Otros,Sin atender,ANCHOVETA
2150278,29/12/2015,Baja California,Ensenada,Jatay,EJIDO PRIMO TAPIA,Posesión ilegal,Vehiculo,Atendido,ABULON
