Año,Estado,Especie,Cantidad
2009,TABASCO,ATUN,0
2009,TAMAUUPAS,ATUN,0
2009,VERACRUZ,ATUN,0
2010,CAMPECHE,ATUN,0
2010,CHIAPAS,ATUN,0
2010,COAHUILA,ATUN,0
2010,DURANGO,ATUN,0
2010,ESTADO DE MEXICO,ATUN,0
2010,GUANAJUATO,ATUN,0
2010,HIDALGO,ATUN,0
2010,MORELOS,ATUN,0
2010,NAYARIT,ATUN,0
2010,QUERETARO,ATUN,0
2010,SONORA,ATUN,0
2010,TABASCO,ATUN,0
2010,TAMAUUPAS,ATUN,0
2010,TLAXCALA,ATUN,0
2010,ZACATECAS,ATUN,0
2011,CAMPECHE,ATUN,0
2011,CHIAPAS,ATUN,0
2011,COAHUILA,ATUN,0
2011,DURANGO,ATUN,0
2011,ESTADO DE MEXICO,ATUN,0
2011,GUANAJUATO,ATUN,0
2011,HIDALGO,ATUN,0
2011,MORELOS,ATUN,0
2011,NAYARIT,ATUN,0
2011,NUEVO LEON,ATUN,0
2011,QUERETARO,ATUN,0
2011,QUINTANA ROO,ATUN,0
2011,TABASCO,ATUN,0
2011,TAMAUUPAS,ATUN,0
2011,TLAXCALA,ATUN,0
2011,YUCATAN,ATUN,0
2011,ZACATECAS,ATUN,0
2012,CAMPECHE,ATUN,0
2012,CHIAPAS,ATUN,0
2012,DURANGO,ATUN,0
2012,ESTADO DE MEXICO,ATUN,0
2012,GUANAJUATO,ATUN,0
2012,HIDALGO,ATUN,0
2012,MORELOS,ATUN,0
2012,NUEVO LEON,ATUN,0
2012,QUERETARO,ATUN,0
2012,QUINTANA ROO,ATUN,0
2012,SAN LUIS POTOSI,ATUN,0
2012,TABASCO,ATUN,0
2012,TAMAUUPAS,ATUN,0
2012,TLAXCALA,ATUN,0
2012,YUCATAN,ATUN,0
2012,OAXACA,ATUN,1
2009,YUCATAN,ATUN,2
2011,COLIMA,ATUN,2
2012,GUERRERO,ATUN,3
2010,YUCATAN,ATUN,5
2010,QUINTANA ROO,ATUN,8
2012,ZACATECAS,ATUN,12
2010,SAN LUIS POTOSI,ATUN,15
2011,SAN LUIS POTOSI,ATUN,17.89
2009,BAJA CALIFORNIA SUR,ATUN,21
2010,BAJA CALIFORNIA SUR,ATUN,25.5
2009,TLAXCALA,ATUN,36
2012,COLIMA,ATUN,38
2011,AGUASCALENTES,ATUN,59
2010,PUEBLA,ATUN,69.5
2012,DF,ATUN,80
2012,PUEBLA,ATUN,85
2009,SONORA,ATUN,100
2010,VERACRUZ,ATUN,100
2010,GUERRERO,ATUN,120
2010,COLIMA,ATUN,142
2009,OAXACA,ATUN,150
2010,MICHOACAN,ATUN,150
2012,MICHOACAN,ATUN,156
2009,GUERRERO,ATUN,174
2011,GUERRERO,ATUN,200
2009,COLIMA,ATUN,235
2011,BAJA CALIFORNIA SUR,ATUN,260
2009,ZACATECAS,ATUN,265
2009,JALISCO,ATUN,279
2012,VERACRUZ,ATUN,307
2010,NUEVO LEON,ATUN,320
2011,OAXACA,ATUN,320
2011,VERACRUZ,ATUN,355
2012,BAJA CALIFORNIA,ATUN,366.66
2012,NAYARIT,ATUN,400
2011,CHIHUAHUA,ATUN,405
2011,PUEBLA,ATUN,415
2010,OAXACA,ATUN,450
2012,JALISCO,ATUN,592
2012,COAHUILA,ATUN,930
2009,CHIHUAHUA,ATUN,1012
2009,DF,ATUN,1761.5
2012,AGUASCALENTES,ATUN,1943
2010,AGUASCALENTES,ATUN,1984.5
2010,DF,ATUN,2023
2009,GUANAJUATO,ATUN,2085
2010,CHIHUAHUA,ATUN,2280
2011,DF,ATUN,2680.2
2012,CHIHUAHUA,ATUN,2783
2010,BAJA CALIFORNIA,ATUN,2863
2011,MICHOACAN,ATUN,4135
2011,JALISCO,ATUN,4722.75
2012,SONORA,ATUN,4746
2011,SINALOA,ATUN,4983
2009,BAJA CALIFORNIA,ATUN,5851
2010,JALISCO,ATUN,8758
2012,BAJA CALIFORNIA SUR,ATUN,22597.2
2012,SINALOA,ATUN,25980
2011,BAJA CALIFORNIA,ATUN,52437
2011,SONORA,ATUN,58400
2009,MICHOACAN,ATUN,120034
2010,SINALOA,ATUN,1232038
2009,SINALOA,ATUN,1700156
2009,CHIAPAS,ATUN,4250150
2013,BAJA CALIFORNIA,BAGRE,0
2013,BAJA CALIFORNIA SUR,BAGRE,0
2013,CAMPECHE,BAGRE,0
2013,CHIAPAS,BAGRE,0
2013,DURANGO,BAGRE,0
2013,GUERRERO,BAGRE,0
2013,HIDALGO,BAGRE,0
2013,MORELOS,BAGRE,0
2013,NAYARIT,BAGRE,0
2013,NUEVO LEON,BAGRE,0
2013,SINALOA,BAGRE,0
2013,TABASCO,BAGRE,0
2013,VERACRUZ,BAGRE,0
2013,YUCATAN,BAGRE,0
2013,ZACATECAS,BAGRE,0
2013,TAMAUUPAS,BAGRE,1.88
2013,MICHOACAN,BAGRE,4.517
2013,QUERETARO,BAGRE,7
2013,AGUASCALENTES,BAGRE,27
2013,SONORA,BAGRE,73
2013,QUINTANA ROO,BAGRE,111
2013,TLAXCALA,BAGRE,122
2013,ESTADO DE MEXICO,BAGRE,171
2013,SAN LUIS POTOSI,BAGRE,249
2013,COAHUILA,BAGRE,318
2013,GUANAJUATO,BAGRE,332
2013,OAXACA,BAGRE,916
2013,PUEBLA,BAGRE,996.92
2013,COLIMA,BAGRE,4929
2013,CHIHUAHUA,BAGRE,8020
2013,JALISCO,BAGRE,17595
2013,DF,BAGRE,115018
2009,CHIAPAS,CALAMAR,0
2009,DURANGO,CALAMAR,0
2009,NAYARIT,CALAMAR,0
2009,NUEVO LEON,CALAMAR,0
2010,CHIAPAS,CALAMAR,0
2010,COAHUILA,CALAMAR,0
2010,DURANGO,CALAMAR,0
2010,GUANAJUATO,CALAMAR,0
2010,HIDALGO,CALAMAR,0
2010,MORELOS,CALAMAR,0
2010,NUEVO LEON,CALAMAR,0
2010,TABASCO,CALAMAR,0
2010,TAMAUUPAS,CALAMAR,0
2011,CAMPECHE,CALAMAR,0
2011,COAHUILA,CALAMAR,0
2011,COLIMA,CALAMAR,0
2011,DURANGO,CALAMAR,0
2011,GUERRERO,CALAMAR,0
2011,MORELOS,CALAMAR,0
2011,NUEVO LEON,CALAMAR,0
2011,QUERETARO,CALAMAR,0
2011,QUINTANA ROO,CALAMAR,0
2011,TABASCO,CALAMAR,0
2012,CAMPECHE,CALAMAR,0
2012,CHIAPAS,CALAMAR,0
2012,DURANGO,CALAMAR,0
2012,GUANAJUATO,CALAMAR,0
2012,GUERRERO,CALAMAR,0
2012,HIDALGO,CALAMAR,0
2012,MORELOS,CALAMAR,0
2012,NUEVO LEON,CALAMAR,0
2012,TAMAUUPAS,CALAMAR,0
2013,CHIAPAS,CALAMAR,0
2013,DURANGO,CALAMAR,0
2013,GUERRERO,CALAMAR,0
2013,HIDALGO,CALAMAR,0
2013,MORELOS,CALAMAR,0
2013,NUEVO LEON,CALAMAR,0
2013,SINALOA,CALAMAR,0
2013,TABASCO,CALAMAR,3
2011,AGUASCALENTES,CALAMAR,4
2011,ZACATECAS,CALAMAR,4
2013,SAN LUIS POTOSI,CALAMAR,4
2011,GUANAJUATO,CALAMAR,5
2013,QUERETARO,CALAMAR,10
2009,AGUASCAUENTES,CALAMAR,12
2013,SONORA,CALAMAR,14.657
2013,QUINTANA ROO,CALAMAR,18
2013,COAHUILA,CALAMAR,20
2009,OAXACA,CALAMAR,22.5
2011,HIDALGO,CALAMAR,24
2009,GUANAJUATO,CALAMAR,27
2013,NAYARIT,CALAMAR,35
2009,MORELOS,CALAMAR,40
2011,CHIAPAS,CALAMAR,44
2009,QUINTANA ROO,CALAMAR,50
2012,TABASCO,CALAMAR,50
2011,YUCATAN,CALAMAR,82
2009,HIDALGO,CALAMAR,94
2012,ESTADO DE MEXICO,CALAMAR,113
2009,SAN LUIS POTOSI,CALAMAR,117
2011,ESTADO DE MEXICO,CALAMAR,121
2010,GUERRERO,CALAMAR,126
2013,COLIMA,CALAMAR,128
2012,SAN LUIS POTOSI,CALAMAR,134
2013,BAJA CALIFORNIA,CALAMAR,150
2012,QUERETARO,CALAMAR,165
2009,ESTADO DE MEXICO,CALAMAR,191
2013,TLAXCALA,CALAMAR,192
2011,OAXACA,CALAMAR,208
2010,ZACATECAS,CALAMAR,213
2012,TLAXCALA,CALAMAR,214
2012,QUINTANA ROO,CALAMAR,230
2010,TLAXCALA,CALAMAR,255.5
2010,QUINTANA ROO,CALAMAR,256
2010,VERACRUZ,CALAMAR,272.5
2011,TLAXCALA,CALAMAR,278
2010,QUERETARO,CALAMAR,305
2010,ESTADO DE MEXICO,CALAMAR,311
2011,SAN LUIS POTOSI,CALAMAR,333.8
2012,ZACATECAS,CALAMAR,348
2010,CAMPECHE,CALAMAR,349
2013,ESTADO DE MEXICO,CALAMAR,355
2010,YUCATAN,CALAMAR,381
2013,OAXACA,CALAMAR,403
2013,VERACRUZ,CALAMAR,410
2009,CAMPECHE,CALAMAR,414
2010,SAN LUIS POTOSI,CALAMAR,431
2012,OAXACA,CALAMAR,490
2009,MICHOACAN,CALAMAR,518
2013,TAMAUUPAS,CALAMAR,526
2009,QUERETARO,CALAMAR,556
2009,YUCATAN,CALAMAR,601.5
2010,NAYARIT,CALAMAR,615
2009,ZACATECAS,CALAMAR,652
2011,DF,CALAMAR,695.47
2009,TAMAUUPAS,CALAMAR,700
2009,TLAXCALA,CALAMAR,725.2
2010,DF,CALAMAR,735.8
2011,CHIHUAHUA,CALAMAR,760
2009,SINALOA,CALAMAR,835
2012,DF,CALAMAR,860
2010,SINALOA,CALAMAR,982
2009,COAHUILA,CALAMAR,1000
2012,COLIMA,CALAMAR,1000
2012,SINALOA,CALAMAR,1000
2009,COLIMA,CALAMAR,1004.38
2009,TABASCO,CALAMAR,1045
2012,BAJA CALIFORNIA SUR,CALAMAR,1045
2011,PUEBLA,CALAMAR,1188
2012,COAHUILA,CALAMAR,1279.6
2013,PUEBLA,CALAMAR,1288.5
2012,YUCATAN,CALAMAR,1300
2009,GUERRERO,CALAMAR,1320
2010,COLIMA,CALAMAR,1389
2011,MICHOACAN,CALAMAR,1458
2011,NAYARIT,CALAMAR,1512
2010,OAXACA,CALAMAR,1720
2013,GUANAJUATO,CALAMAR,1863
2013,CAMPECHE,CALAMAR,2000
2013,ZACATECAS,CALAMAR,2000
2010,PUEBLA,CALAMAR,2241.5
2012,PUEBLA,CALAMAR,2273
2011,TAMAUUPAS,CALAMAR,2608
2012,VERACRUZ,CALAMAR,3728
2009,PUEBLA,CALAMAR,4402
2013,YUCATAN,CALAMAR,4428
2009,VERACRUZ,CALAMAR,5083.5
2012,CHIHUAHUA,CALAMAR,6868
2013,CHIHUAHUA,CALAMAR,7000
2011,VERACRUZ,CALAMAR,7739.14
2013,AGUASCALENTES,CALAMAR,8170.5
2012,NAYARIT,CALAMAR,8305
2010,MICHOACAN,CALAMAR,8463
2010,AGUASCALENTES,CALAMAR,9635
2013,JALISCO,CALAMAR,9705
2009,JALISCO,CALAMAR,10148
2013,MICHOACAN,CALAMAR,11740
2011,SINALOA,CALAMAR,12344
2012,AGUASCALENTES,CALAMAR,13525
2011,BAJA CALIFORNIA SUR,CALAMAR,13641
2010,JALISCO,CALAMAR,15514.5
2012,MICHOACAN,CALAMAR,19421
2013,BAJA CALIFORNIA SUR,CALAMAR,27236
2009,SONORA,CALAMAR,30317
2012,SONORA,CALAMAR,35000
2009,DF,CALAMAR,46854
2011,JALISCO,CALAMAR,49895.54
2009,BAJA CALIFORNIA,CALAMAR,50508
2009,CHIHUAHUA,CALAMAR,51553
2009,BAJA CALIFORNIA SUR,CALAMAR,56587
2011,BAJA CALIFORNIA,CALAMAR,59619.5
2010,BAJA CALIFORNIA,CALAMAR,66690
2010,CHIHUAHUA,CALAMAR,76192
2013,DF,CALAMAR,76885
2012,BAJA CALIFORNIA,CALAMAR,81721
2011,SONORA,CALAMAR,100182
2012,JALISCO,CALAMAR,119659.2
2010,BAJA CALIFORNIA SUR,CALAMAR,127689
2010,SONORA,CALAMAR,133000
2013,BAJA CALIFORNIA,CALLO DE HACHA,0
2013,CAMPECHE,CALLO DE HACHA,0
2013,CHIAPAS,CALLO DE HACHA,0
2013,COAHUILA,CALLO DE HACHA,0
2013,DF,CALLO DE HACHA,0
2013,DURANGO,CALLO DE HACHA,0
2013,HIDALGO,CALLO DE HACHA,0
2013,MORELOS,CALLO DE HACHA,0
2013,NUEVO LEON,CALLO DE HACHA,0
2013,QUERETARO,CALLO DE HACHA,0
2013,QUINTANA ROO,CALLO DE HACHA,0
2013,TABASCO,CALLO DE HACHA,0
2013,TAMAUUPAS,CALLO DE HACHA,0
2013,TLAXCALA,CALLO DE HACHA,0
2013,VERACRUZ,CALLO DE HACHA,0
2013,YUCATAN,CALLO DE HACHA,0
2013,SAN LUIS POTOSI,CALLO DE HACHA,1
2013,GUERRERO,CALLO DE HACHA,2
2013,GUANAJUATO,CALLO DE HACHA,4
2013,ESTADO DE MEXICO,CALLO DE HACHA,5
2013,OAXACA,CALLO DE HACHA,10
2013,NAYARIT,CALLO DE HACHA,16
2013,MICHOACAN,CALLO DE HACHA,25
2013,PUEBLA,CALLO DE HACHA,42.35
2013,COLIMA,CALLO DE HACHA,54
2013,SONORA,CALLO DE HACHA,68
2013,SINALOA,CALLO DE HACHA,280
2013,JALISCO,CALLO DE HACHA,355
2013,CHIHUAHUA,CALLO DE HACHA,400
2013,AGUASCALENTES,CALLO DE HACHA,474
2013,ZACATECAS,CALLO DE HACHA,500
2013,BAJA CALIFORNIA SUR,CALLO DE HACHA,2535.1
2009,DURANGO,CAMARON,0
2009,NUEVO LEON,CAMARON,0
2010,COAHUILA,CAMARON,0
2010,DURANGO,CAMARON,0
2010,HIDALGO,CAMARON,0
2011,COAHUILA,CAMARON,0
2011,DURANGO,CAMARON,0
2011,MORELOS,CAMARON,0
2011,NUEVO LEON,CAMARON,0
2011,QUERETARO,CAMARON,0
2012,DURANGO,CAMARON,0
2012,GUERRERO,CAMARON,0
2012,HIDALGO,CAMARON,0
2012,MORELOS,CAMARON,0
2012,NUEVO LEON,CAMARON,0
2013,DURANGO,CAMARON,0
2013,HIDALGO,CAMARON,0
2013,MORELOS,CAMARON,0
2013,NUEVO LEON,CAMARON,0
2013,BAJA CALIFORNIA,CAMARON,1.006
2013,TLAXCALA,CAMARON,2.605
2010,TABASCO,CAMARON,8
2010,GUANAJUATO,CAMARON,13
2013,GUERRERO,CAMARON,25
2009,AGUASCAUENTES,CAMARON,34
2010,TAMAUUPAS,CAMARON,37
2013,COAHUILA,CAMARON,48
2011,GUERRERO,CAMARON,50.2
2012,COLIMA,CAMARON,55
2009,MORELOS,CAMARON,63
2012,GUANAJUATO,CAMARON,91
2013,CHIAPAS,CAMARON,114
2012,CHIAPAS,CAMARON,115
2011,GUANAJUATO,CAMARON,117.5
2011,HIDALGO,CAMARON,156
2013,QUERETARO,CAMARON,176
2010,CHIAPAS,CAMARON,190
2011,TABASCO,CAMARON,208
2010,NUEVO LEON,CAMARON,277
2010,MORELOS,CAMARON,290
2013,TAMAUUPAS,CAMARON,314.45
2013,SAN LUIS POTOSI,CAMARON,493
2009,HIDALGO,CAMARON,549
2013,ZACATECAS,CAMARON,620.6
2012,ESTADO DE MEXICO,CAMARON,693
2011,ESTADO DE MEXICO,CAMARON,702
2012,QUINTANA ROO,CAMARON,755
2011,COLIMA,CAMARON,764
2009,YUCATAN,CAMARON,766.1
2011,CAMPECHE,CAMARON,779
2012,YUCATAN,CAMARON,877
2010,BAJA CALIFORNIA SUR,CAMARON,879.5
2009,ESTADO DE MEXICO,CAMARON,906
2013,QUINTANA ROO,CAMARON,925
2011,YUCATAN,CAMARON,926
2011,ZACATECAS,CAMARON,953
2010,ESTADO DE MEXICO,CAMARON,1120
2011,TLAXCALA,CAMARON,1338.5
2010,YUCATAN,CAMARON,1404
2010,TLAXCALA,CAMARON,1453
2011,QUINTANA ROO,CAMARON,1467
2009,TABASCO,CAMARON,1503
2013,TABASCO,CAMARON,1553.5
2009,QUINTANA ROO,CAMARON,1560.5
2013,ESTADO DE MEXICO,CAMARON,1616.5
2009,TAMAUUPAS,CAMARON,1635
2012,SAN LUIS POTOSI,CAMARON,1636.24
2009,OAXACA,CAMARON,1916
2012,BAJA CALIFORNIA SUR,CAMARON,1970
2011,BAJA CALIFORNIA SUR,CAMARON,2077
2009,SAN LUIS POTOSI,CAMARON,2171.5
2010,BAJA CALIFORNIA,CAMARON,2340
2010,ZACATECAS,CAMARON,2532.95
2011,SAN LUIS POTOSI,CAMARON,2623.06
2013,BAJA CALIFORNIA SUR,CAMARON,2722
2011,AGUASCALENTES,CAMARON,2843
2010,QUERETARO,CAMARON,2929
2012,ZACATECAS,CAMARON,2962.5
2013,OAXACA,CAMARON,3006
2010,VERACRUZ,CAMARON,3249.6
2009,ZACATECAS,CAMARON,3289.17
2012,OAXACA,CAMARON,3394
2012,TABASCO,CAMARON,3630
2009,COAHUILA,CAMARON,4060
2009,TLAXCALA,CAMARON,4270.85
2009,CAMPECHE,CAMARON,4665.8
2010,OAXACA,CAMARON,4744
2011,CHIAPAS,CAMARON,4915
2012,TLAXCALA,CAMARON,4958.5
2013,COLIMA,CAMARON,5014
2013,PUEBLA,CAMARON,6066.8
2011,OAXACA,CAMARON,6104
2012,DF,CAMARON,6600
2012,QUERETARO,CAMARON,6602
2010,COLIMA,CAMARON,6843
2009,QUERETARO,CAMARON,7136
2012,PUEBLA,CAMARON,7294.12
2010,QUINTANA ROO,CAMARON,8218
2013,YUCATAN,CAMARON,8230
2009,DF,CAMARON,8372.84
2013,GUANAJUATO,CAMARON,8430
2011,PUEBLA,CAMARON,9190.5
2009,MICHOACAN,CAMARON,10298
2009,COLIMA,CAMARON,10649.7
2009,NAYARIT,CAMARON,11204
2012,SINALOA,CAMARON,12217.2
2013,SONORA,CAMARON,12564
2010,SAN LUIS POTOSI,CAMARON,13264.4
2012,VERACRUZ,CAMARON,13492.5
2011,TAMAUUPAS,CAMARON,14344
2011,BAJA CALIFORNIA,CAMARON,15307.5
2012,CAMPECHE,CAMARON,15693
2013,CHIHUAHUA,CAMARON,16284
2009,BAJA CALIFORNIA,CAMARON,16329.4
2010,PUEBLA,CAMARON,16698.5
2010,CAMPECHE,CAMARON,16936.5
2009,CHIAPAS,CAMARON,17237
2013,DF,CAMARON,17434.5
2009,GUERRERO,CAMARON,18029.5
2012,BAJA CALIFORNIA,CAMARON,18446
2012,COAHUILA,CAMARON,19086.05
2013,CAMPECHE,CAMARON,19219
2009,BAJA CALIFORNIA SUR,CAMARON,21045.2
2010,NAYARIT,CAMARON,22602
2012,NAYARIT,CAMARON,25557.7
2009,GUANAJUATO,CAMARON,27375
2013,VERACRUZ,CAMARON,30445
2012,TAMAUUPAS,CAMARON,31260
2013,NAYARIT,CAMARON,32730.5
2010,GUERRERO,CAMARON,32974.26
2009,JALISCO,CAMARON,37027
2010,DF,CAMARON,40779
2011,MICHOACAN,CAMARON,42312
2010,SONORA,CAMARON,42370
2012,MICHOACAN,CAMARON,43653
2011,VERACRUZ,CAMARON,48589
2010,AGUASCALENTES,CAMARON,51085.36
2011,DF,CAMARON,53087.4
2009,SONORA,CAMARON,54993
2009,VERACRUZ,CAMARON,56930.4
2013,SINALOA,CAMARON,57551.78
2010,MICHOACAN,CAMARON,58217
2013,AGUASCALENTES,CAMARON,61031
2011,SONORA,CAMARON,71956
2012,AGUASCALENTES,CAMARON,80654.5
2012,CHIHUAHUA,CAMARON,86336
2009,PUEBLA,CAMARON,89082
2013,JALISCO,CAMARON,89203.5
2013,MICHOACAN,CAMARON,98720
2012,SONORA,CAMARON,136730.5
2011,CHIHUAHUA,CAMARON,144356
2010,CHIHUAHUA,CAMARON,157350
2009,SINALOA,CAMARON,184108
2009,CHIHUAHUA,CAMARON,184120.5
2010,JALISCO,CAMARON,297896
2010,SINALOA,CAMARON,298992.1
2011,SINALOA,CAMARON,481922
2011,NAYARIT,CAMARON,868699
2012,JALISCO,CAMARON,2914669.98
2011,JALISCO,CAMARON,3298672
2009,CHIAPAS,CARACOL,0
2009,COAHUILA,CARACOL,0
2009,DURANGO,CARACOL,0
2009,GUANAJUATO,CARACOL,0
2009,JALISCO,CARACOL,0
2009,MORELOS,CARACOL,0
2009,NAYARIT,CARACOL,0
2009,NUEVO LEON,CARACOL,0
2009,QUERETARO,CARACOL,0
2009,TAMAUUPAS,CARACOL,0
2010,AGUASCALENTES,CARACOL,0
2010,CHIAPAS,CARACOL,0
2010,COAHUILA,CARACOL,0
2010,DURANGO,CARACOL,0
2010,GUANAJUATO,CARACOL,0
2010,HIDALGO,CARACOL,0
2010,MORELOS,CARACOL,0
2010,NUEVO LEON,CARACOL,0
2010,QUERETARO,CARACOL,0
2010,SONORA,CARACOL,0
2010,TAMAUUPAS,CARACOL,0
2010,ZACATECAS,CARACOL,0
2011,BAJA CALIFORNIA SUR,CARACOL,0
2011,CHIHUAHUA,CARACOL,0
2011,COAHUILA,CARACOL,0
2011,COLIMA,CARACOL,0
2011,DURANGO,CARACOL,0
2011,ESTADO DE MEXICO,CARACOL,0
2011,GUANAJUATO,CARACOL,0
2011,GUERRERO,CARACOL,0
2011,HIDALGO,CARACOL,0
2011,MORELOS,CARACOL,0
2011,NAYARIT,CARACOL,0
2011,NUEVO LEON,CARACOL,0
2011,QUERETARO,CARACOL,0
2011,SAN LUIS POTOSI,CARACOL,0
2011,TABASCO,CARACOL,0
2011,TAMAUUPAS,CARACOL,0
2011,TLAXCALA,CARACOL,0
2011,ZACATECAS,CARACOL,0
2012,AGUASCALENTES,CARACOL,0
2012,CHIAPAS,CARACOL,0
2012,COLIMA,CARACOL,0
2012,DURANGO,CARACOL,0
2012,GUANAJUATO,CARACOL,0
2012,HIDALGO,CARACOL,0
2012,MORELOS,CARACOL,0
2012,NAYARIT,CARACOL,0
2012,NUEVO LEON,CARACOL,0
2012,QUERETARO,CARACOL,0
2012,SINALOA,CARACOL,0
2012,TABASCO,CARACOL,0
2012,TAMAUUPAS,CARACOL,0
2012,ZACATECAS,CARACOL,0
2013,AGUASCALENTES,CARACOL,0
2013,CHIAPAS,CARACOL,0
2013,CHIHUAHUA,CARACOL,0
2013,COAHUILA,CARACOL,0
2013,DURANGO,CARACOL,0
2013,HIDALGO,CARACOL,0
2013,MORELOS,CARACOL,0
2013,NAYARIT,CARACOL,0
2013,NUEVO LEON,CARACOL,0
2013,QUERETARO,CARACOL,0
2013,SAN LUIS POTOSI,CARACOL,0
2013,TABASCO,CARACOL,0
2013,TAMAUUPAS,CARACOL,0
2013,TLAXCALA,CARACOL,0
2013,ZACATECAS,CARACOL,0
2013,VERACRUZ,CARACOL,1.003
2009,AGUASCAUENTES,CARACOL,3
2012,SAN LUIS POTOSI,CARACOL,3
2009,TABASCO,CARACOL,4
2010,BAJA CALIFORNIA SUR,CARACOL,4
2010,TABASCO,CARACOL,4
2011,YUCATAN,CARACOL,4.4
2010,COLIMA,CARACOL,5
2013,ESTADO DE MEXICO,CARACOL,5
2010,TLAXCALA,CARACOL,9
2009,ESTADO DE MEXICO,CARACOL,10
2009,HIDALGO,CARACOL,16
2013,BAJA CALIFORNIA,CARACOL,19
2011,AGUASCALENTES,CARACOL,20
2012,GUERRERO,CARACOL,20
2009,SAN LUIS POTOSI,CARACOL,22
2012,MICHOACAN,CARACOL,23
2009,SINALOA,CARACOL,24.5
2011,CHIAPAS,CARACOL,25
2012,OAXACA,CARACOL,28
2013,QUINTANA ROO,CARACOL,29
2010,QUINTANA ROO,CARACOL,30
2012,TLAXCALA,CARACOL,33
2012,ESTADO DE MEXICO,CARACOL,34
2009,TLAXCALA,CARACOL,36
2010,ESTADO DE MEXICO,CARACOL,40
2010,SAN LUIS POTOSI,CARACOL,40
2013,COLIMA,CARACOL,40
2012,PUEBLA,CARACOL,41
2009,MICHOACAN,CARACOL,48
2011,PUEBLA,CARACOL,65.5
2009,COLIMA,CARACOL,91.9
2009,PUEBLA,CARACOL,94
2012,COAHUILA,CARACOL,97
2013,OAXACA,CARACOL,97
2011,MICHOACAN,CARACOL,111
2009,ZACATECAS,CARACOL,118.26
2009,OAXACA,CARACOL,121
2009,BAJA CALIFORNIA SUR,CARACOL,141
2009,VERACRUZ,CARACOL,150
2011,JALISCO,CARACOL,166
2010,OAXACA,CARACOL,174
2012,YUCATAN,CARACOL,230
2011,DF,CARACOL,237
2013,MICHOACAN,CARACOL,244
2010,MICHOACAN,CARACOL,245
2010,YUCATAN,CARACOL,261
2013,GUANAJUATO,CARACOL,280
2013,SINALOA,CARACOL,280
2009,YUCATAN,CARACOL,378.5
2011,BAJA CALIFORNIA,CARACOL,425
2012,QUINTANA ROO,CARACOL,440
2012,DF,CARACOL,467
2013,GUERRERO,CARACOL,500
2011,SINALOA,CARACOL,537
2009,DF,CARACOL,539.3
2013,BAJA CALIFORNIA SUR,CARACOL,549.5
2012,BAJA CALIFORNIA SUR,CARACOL,602.1
2013,PUEBLA,CARACOL,612.3
2010,GUERRERO,CARACOL,680
2012,CHIHUAHUA,CARACOL,768
2010,CHIHUAHUA,CARACOL,850
2010,PUEBLA,CARACOL,887.5
2011,OAXACA,CARACOL,915
2012,VERACRUZ,CARACOL,987
2009,GUERRERO,CARACOL,1081.5
2009,SONORA,CARACOL,1321
2009,CAMPECHE,CARACOL,1404.93
2011,VERACRUZ,CARACOL,1440
2010,VERACRUZ,CARACOL,1492
2013,SONORA,CARACOL,1563
2011,QUINTANA ROO,CARACOL,1646
2010,DF,CARACOL,1846
2010,SINALOA,CARACOL,2000
2009,QUINTANA ROO,CARACOL,2059.6
2010,JALISCO,CARACOL,2207
2009,CHIHUAHUA,CARACOL,2745
2010,CAMPECHE,CARACOL,3112.1
2010,NAYARIT,CARACOL,4530
2012,JALISCO,CARACOL,5066
2012,CAMPECHE,CARACOL,7655
2013,JALISCO,CARACOL,8030
2011,CAMPECHE,CARACOL,8281
2012,SONORA,CARACOL,8546
2013,CAMPECHE,CARACOL,9170
2011,SONORA,CARACOL,10500
2010,BAJA CALIFORNIA,CARACOL,13113
2013,YUCATAN,CARACOL,13914
2012,BAJA CALIFORNIA,CARACOL,18413.4
2009,BAJA CALIFORNIA,CARACOL,49446.9
2013,DF,CARACOL,157180
2013,AGUASCALENTES,CARPA,0
2013,BAJA CALIFORNIA,CARPA,0
2013,BAJA CALIFORNIA SUR,CARPA,0
2013,CAMPECHE,CARPA,0
2013,CHIAPAS,CARPA,0
2013,CHIHUAHUA,CARPA,0
2013,DF,CARPA,0
2013,DURANGO,CARPA,0
2013,GUERRERO,CARPA,0
2013,MORELOS,CARPA,0
2013,NAYARIT,CARPA,0
2013,NUEVO LEON,CARPA,0
2013,OAXACA,CARPA,0
2013,QUERETARO,CARPA,0
2013,QUINTANA ROO,CARPA,0
2013,SINALOA,CARPA,0
2013,YUCATAN,CARPA,0
2013,ZACATECAS,CARPA,0
2013,TLAXCALA,CARPA,15
2013,SAN LUIS POTOSI,CARPA,75
2013,ESTADO DE MEXICO,CARPA,155
2013,SONORA,CARPA,201
2013,HIDALGO,CARPA,250
2013,JALISCO,CARPA,282
2013,GUANAJUATO,CARPA,312
2013,TABASCO,CARPA,448
2013,COLIMA,CARPA,487
2013,TAMAUUPAS,CARPA,500
2013,VERACRUZ,CARPA,1040
2013,COAHUILA,CARPA,1079.5
2013,MICHOACAN,CARPA,1330
2013,PUEBLA,CARPA,1500
2013,AGUASCALENTES,CHARAL,0
2013,BAJA CALIFORNIA,CHARAL,0
2013,BAJA CALIFORNIA SUR,CHARAL,0
2013,CAMPECHE,CHARAL,0
2013,CHIAPAS,CHARAL,0
2013,CHIHUAHUA,CHARAL,0
2013,COAHUILA,CHARAL,0
