Componente,Año,Estado,Municipio,Localidad,Registradas,Apoyadas
Embarcación,2014,Baja California Sur,Mulegé,Campo Delgadito,0,0
Hielera,2014,Baja California Sur,Mulegé,Campo Delgadito,0,0
Sistema,2014,Baja California Sur,Mulegé,Campo Delgadito,0,0
Motor,2014,Baja California Sur,Mulegé,El Cardón,1,0
Embarcación,2014,Baja California Sur,Mulegé,El Cardón,0,0
Hielera,2014,Baja California Sur,Mulegé,El Cardón,0,0
Sistema,2014,Baja California Sur,Mulegé,El Cardón,0,0
Motor,2014,Baja California Sur,Mulegé,El Dátil,2,0
Embarcación,2014,Baja California Sur,Mulegé,El Dátil,2,0
Hielera,2014,Baja California Sur,Mulegé,El Dátil,0,0
Sistema,2014,Baja California Sur,Mulegé,El Dátil,0,0
Motor,2014,Baja California Sur,Mulegé,El Dátil,0,0
Embarcación,2014,Baja California Sur,Mulegé,El Dátil,1,0
Motor,2014,Baja California Sur,Mulegé,El Dátil,1,0
Embarcación,2014,Baja California Sur,Mulegé,El Dátil,0,0
Motor,2014,Baja California Sur,Mulegé,Estero de la Bocana,0,0
Embarcación,2014,Baja California Sur,Mulegé,Estero de la Bocana,3,0
Hielera,2014,Baja California Sur,Mulegé,Estero de la Bocana,0,0
Sistema,2014,Baja California Sur,Mulegé,Estero de la Bocana,0,0
Motor,2014,Baja California Sur,Mulegé,Guerrero Negro,15,7
Embarcación,2014,Baja California Sur,Mulegé,Guerrero Negro,5,2
Hielera,2014,Baja California Sur,Mulegé,Guerrero Negro,0,0
Sistema,2014,Baja California Sur,Mulegé,Guerrero Negro,0,0
Motor,2014,Baja California Sur,Mulegé,Heroica Mulegé,5,0
Embarcación,2014,Baja California Sur,Mulegé,Heroica Mulegé,1,0
Hielera,2014,Baja California Sur,Mulegé,Heroica Mulegé,0,0
Sistema,2014,Baja California Sur,Mulegé,Heroica Mulegé,0,0
Motor,2014,Baja California Sur,Mulegé,La Bocana,11,2
Embarcación,2014,Baja California Sur,Mulegé,La Bocana,5,0
Hielera,2014,Baja California Sur,Mulegé,La Bocana,0,0
Sistema,2014,Baja California Sur,Mulegé,La Bocana,0,0
Motor,2014,Baja California Sur,Mulegé,Localidad sin Nombre,1,0
Embarcación,2014,Baja California Sur,Mulegé,Localidad sin Nombre,0,0
Hielera,2014,Baja California Sur,Mulegé,Localidad sin Nombre,0,0
Sistema,2014,Baja California Sur,Mulegé,Localidad sin Nombre,0,0
Motor,2014,Baja California Sur,Mulegé,Natividad,10,2
Embarcación,2014,Baja California Sur,Mulegé,Natividad,0,0
Hielera,2014,Baja California Sur,Mulegé,Natividad,0,0
Sistema,2014,Baja California Sur,Mulegé,Natividad,0,0
Motor,2014,Baja California Sur,Mulegé,Punta Abreojos,10,2
Embarcación,2014,Baja California Sur,Mulegé,Punta Abreojos,0,0
Hielera,2014,Baja California Sur,Mulegé,Punta Abreojos,0,0
Sistema,2014,Baja California Sur,Mulegé,Punta Abreojos,0,0
Motor,2014,Baja California Sur,Mulegé,San Bruno,1,0
Embarcación,2014,Baja California Sur,Mulegé,San Bruno,0,0
Hielera,2014,Baja California Sur,Mulegé,San Bruno,0,0
Sistema,2014,Baja California Sur,Mulegé,San Bruno,0,0
Motor,2014,Baja California Sur,Mulegé,San Ignacio,2,1
Embarcación,2014,Baja California Sur,Mulegé,San Ignacio,0,0
Hielera,2014,Baja California Sur,Mulegé,San Ignacio,0,0
Sistema,2014,Baja California Sur,Mulegé,San Ignacio,0,0
Motor,2014,Baja California Sur,Mulegé,Santa Rosalía,7,0
Embarcación,2014,Baja California Sur,Mulegé,Santa Rosalía,5,0
Hielera,2014,Baja California Sur,Mulegé,Santa Rosalía,0,0
Sistema,2014,Baja California Sur,Mulegé,Santa Rosalía,0,0
Motor,2014,Campeche,Calkiní,Calkiní,1,0
Embarcación,2014,Campeche,Calkiní,Calkiní,0,0
Hielera,2014,Campeche,Calkiní,Calkiní,0,0
Sistema,2014,Campeche,Calkiní,Calkiní,0,0
Motor,2014,Campeche,Calkiní,Isla Arena,67,4
Embarcación,2014,Campeche,Calkiní,Isla Arena,37,0
Hielera,2014,Campeche,Calkiní,Isla Arena,8,0
Sistema,2014,Campeche,Calkiní,Isla Arena,7,0
Motor,2014,Campeche,Calkiní,Tankuché,1,0
Embarcación,2014,Campeche,Calkiní,Tankuché,0,0
Hielera,2014,Campeche,Calkiní,Tankuché,0,0
Sistema,2014,Campeche,Calkiní,Tankuché,0,0
Motor,2014,Campeche,Campeche,El Colombiano,0,0
Embarcación,2014,Campeche,Campeche,El Colombiano,1,1
Hielera,2014,Campeche,Campeche,El Colombiano,0,0
Sistema,2014,Campeche,Campeche,El Colombiano,0,0
Motor,2014,Campeche,Campeche,Lerma,27,6
Embarcación,2014,Campeche,Campeche,Lerma,15,2
Hielera,2014,Campeche,Campeche,Lerma,3,0
Sistema,2014,Campeche,Campeche,Lerma,3,0
Motor,2014,Campeche,Campeche,San Antonio,0,0
Embarcación,2014,Campeche,Campeche,San Antonio,1,0
Hielera,2014,Campeche,Campeche,San Antonio,0,0
Sistema,2014,Campeche,Campeche,San Antonio,0,0
Motor,2014,Campeche,Campeche,San Francisco de Campeche,106,19
Embarcación,2014,Campeche,Campeche,San Francisco de Campeche,50,12
Hielera,2014,Campeche,Campeche,San Francisco de Campeche,15,2
Sistema,2014,Campeche,Campeche,San Francisco de Campeche,18,2
Motor,2014,Campeche,Carmen,Atasta,3,1
Embarcación,2014,Campeche,Carmen,Atasta,3,0
Hielera,2014,Campeche,Carmen,Atasta,3,0
Sistema,2014,Campeche,Carmen,Atasta,3,0
Motor,2014,Campeche,Carmen,Ciudad del Carmen,104,18
Embarcación,2014,Campeche,Carmen,Ciudad del Carmen,84,2
Hielera,2014,Campeche,Carmen,Ciudad del Carmen,65,0
Sistema,2014,Campeche,Carmen,Ciudad del Carmen,67,0
Motor,2014,Campeche,Carmen,Colonia Emiliano Zapata,1,0
Embarcación,2014,Campeche,Carmen,Colonia Emiliano Zapata,2,0
Hielera,2014,Campeche,Carmen,Colonia Emiliano Zapata,1,0
Sistema,2014,Campeche,Carmen,Colonia Emiliano Zapata,1,0
Motor,2014,Campeche,Carmen,El Carmen,2,0
Embarcación,2014,Campeche,Carmen,El Carmen,1,0
Hielera,2014,Campeche,Carmen,El Carmen,1,0
Sistema,2014,Campeche,Carmen,El Carmen,1,0
Motor,2014,Campeche,Carmen,Isla Aguada,53,10
Embarcación,2014,Campeche,Carmen,Isla Aguada,47,0
Hielera,2014,Campeche,Carmen,Isla Aguada,17,0
Sistema,2014,Campeche,Carmen,Isla Aguada,21,0
Motor,2014,Campeche,Carmen,Nuevo Campechito,3,1
Embarcación,2014,Campeche,Carmen,Nuevo Campechito,3,0
Hielera,2014,Campeche,Carmen,Nuevo Campechito,0,0
Sistema,2014,Campeche,Carmen,Nuevo Campechito,0,0
Motor,2014,Campeche,Carmen,Nuevo Progreso,5,0
Embarcación,2014,Campeche,Carmen,Nuevo Progreso,6,0
Hielera,2014,Campeche,Carmen,Nuevo Progreso,5,0
Sistema,2014,Campeche,Carmen,Nuevo Progreso,5,0
Motor,2014,Campeche,Carmen,Plan de Ayala,1,0
Embarcación,2014,Campeche,Carmen,Plan de Ayala,1,0
Hielera,2014,Campeche,Carmen,Plan de Ayala,0,0
Sistema,2014,Campeche,Carmen,Plan de Ayala,0,0
Motor,2014,Campeche,Carmen,Sabancuy,33,5
Embarcación,2014,Campeche,Carmen,Sabancuy,23,0
Hielera,2014,Campeche,Carmen,Sabancuy,9,0
Sistema,2014,Campeche,Carmen,Sabancuy,9,0
Motor,2014,Campeche,Carmen,San Antonio Cárdenas,9,0
Embarcación,2014,Campeche,Carmen,San Antonio Cárdenas,7,0
Hielera,2014,Campeche,Carmen,San Antonio Cárdenas,4,0
Sistema,2014,Campeche,Carmen,San Antonio Cárdenas,4,0
Motor,2014,Campeche,Carmen,Santa Rosalía,1,1
Embarcación,2014,Campeche,Carmen,Santa Rosalía,1,1
Hielera,2014,Campeche,Carmen,Santa Rosalía,0,0
Sistema,2014,Campeche,Carmen,Santa Rosalía,0,0
Motor,2014,Campeche,Carmen,Santa Rosalía,1,0
Embarcación,2014,Campeche,Carmen,Santa Rosalía,0,0
Motor,2014,Campeche,Champotón,Champotón,39,5
Embarcación,2014,Campeche,Champotón,Champotón,28,0
Hielera,2014,Campeche,Champotón,Champotón,4,0
Sistema,2014,Campeche,Champotón,Champotón,4,0
Motor,2014,Campeche,Champotón,Champotón,26,2
Embarcación,2014,Campeche,Champotón,Champotón,18,0
Hielera,2014,Campeche,Champotón,Champotón,3,0
Sistema,2014,Campeche,Champotón,Champotón,2,0
Motor,2014,Campeche,Champotón,Ciudad Sol,1,0
Embarcación,2014,Campeche,Champotón,Ciudad Sol,0,0
Hielera,2014,Campeche,Champotón,Ciudad Sol,0,0
Sistema,2014,Campeche,Champotón,Ciudad Sol,0,0
Motor,2014,Campeche,Champotón,Km. 67 (Venustiano Carranza),0,0
Embarcación,2014,Campeche,Champotón,Km. 67 (Venustiano Carranza),1,0
Hielera,2014,Campeche,Champotón,Km. 67 (Venustiano Carranza),0,0
Sistema,2014,Campeche,Champotón,Km. 67 (Venustiano Carranza),0,0
Motor,2014,Campeche,Champotón,La Joya,1,0
Embarcación,2014,Campeche,Champotón,La Joya,0,0
Hielera,2014,Campeche,Champotón,La Joya,0,0
Sistema,2014,Campeche,Champotón,La Joya,0,0
Motor,2014,Campeche,Champotón,Seybaplaya,92,20
Embarcación,2014,Campeche,Champotón,Seybaplaya,68,9
Hielera,2014,Campeche,Champotón,Seybaplaya,22,0
Sistema,2014,Campeche,Champotón,Seybaplaya,14,0
Motor,2014,Campeche,Champotón,Villa Madero,30,1
Embarcación,2014,Campeche,Champotón,Villa Madero,15,0
Hielera,2014,Campeche,Champotón,Villa Madero,0,0
Sistema,2014,Campeche,Champotón,Villa Madero,1,0
Motor,2014,Campeche,Palizada,Palizada,1,0
Embarcación,2014,Campeche,Palizada,Palizada,1,0
Hielera,2014,Campeche,Palizada,Palizada,1,0
Sistema,2014,Campeche,Palizada,Palizada,1,0
Motor,2014,Campeche,Palizada,Canales,1,0
Embarcación,2014,Campeche,Palizada,Canales,1,0
Hielera,2014,Campeche,Palizada,Canales,1,0
Sistema,2014,Campeche,Palizada,Canales,1,0
Motor,2014,Campeche,Palizada,Lagón Dulce,4,0
Embarcación,2014,Campeche,Palizada,Lagón Dulce,1,0
Hielera,2014,Campeche,Palizada,Lagón Dulce,2,0
Sistema,2014,Campeche,Palizada,Lagón Dulce,2,0
Motor,2014,Campeche,Palizada,Palizada,6,3
Embarcación,2014,Campeche,Palizada,Palizada,5,0
Hielera,2014,Campeche,Palizada,Palizada,6,0
Sistema,2014,Campeche,Palizada,Palizada,6,0
Motor,2014,Campeche,Palizada,Puerto Arturo,1,0
Embarcación,2014,Campeche,Palizada,Puerto Arturo,1,0
Hielera,2014,Campeche,Palizada,Puerto Arturo,1,0
Sistema,2014,Campeche,Palizada,Puerto Arturo,1,0
Motor,2014,Campeche,Palizada,Ribera San Eduardo,1,0
Embarcación,2014,Campeche,Palizada,Ribera San Eduardo,0,0
Hielera,2014,Campeche,Palizada,Ribera San Eduardo,0,0
Sistema,2014,Campeche,Palizada,Ribera San Eduardo,0,0
Motor,2014,Campeche,Palizada,San Luis,1,0
Embarcación,2014,Campeche,Palizada,San Luis,1,0
Hielera,2014,Campeche,Palizada,San Luis,1,0
Sistema,2014,Campeche,Palizada,San Luis,1,0
Motor,2014,Campeche,Palizada,Tila,1,0
Embarcación,2014,Campeche,Palizada,Tila,1,0
Hielera,2014,Campeche,Palizada,Tila,1,0
Sistema,2014,Campeche,Palizada,Tila,1,0
Motor,2014,Campeche,Tenabo,Santa Rosa,0,0
Embarcación,2014,Campeche,Tenabo,Santa Rosa,1,0
Hielera,2014,Campeche,Tenabo,Santa Rosa,1,0
Sistema,2014,Campeche,Tenabo,Santa Rosa,1,0
Motor,2014,Chiapas,Acapetahua,Acapetahua,1,0
Embarcación,2014,Chiapas,Acapetahua,Acapetahua,5,0
Hielera,2014,Chiapas,Acapetahua,Acapetahua,0,0
Sistema,2014,Chiapas,Acapetahua,Acapetahua,0,0
Motor,2014,Chiapas,Acapetahua,Barra Zacapulco,1,0
Embarcación,2014,Chiapas,Acapetahua,Barra Zacapulco,5,0
Hielera,2014,Chiapas,Acapetahua,Barra Zacapulco,0,0
Sistema,2014,Chiapas,Acapetahua,Barra Zacapulco,0,0
Motor,2014,Chiapas,Acapetahua,La Lupe,2,1
Embarcación,2014,Chiapas,Acapetahua,La Lupe,0,0
Hielera,2014,Chiapas,Acapetahua,La Lupe,0,0
Sistema,2014,Chiapas,Acapetahua,La Lupe,0,0
Motor,2014,Chiapas,Acapetahua,La Palma,2,1
Embarcación,2014,Chiapas,Acapetahua,La Palma,4,0
Hielera,2014,Chiapas,Acapetahua,La Palma,0,0
Sistema,2014,Chiapas,Acapetahua,La Palma,0,0
Motor,2014,Chiapas,Acapetahua,Las Lauras,0,0
Embarcación,2014,Chiapas,Acapetahua,Las Lauras,2,0
Hielera,2014,Chiapas,Acapetahua,Las Lauras,0,0
Sistema,2014,Chiapas,Acapetahua,Las Lauras,0,0
Motor,2014,Chiapas,Acapetahua,Río Arriba,0,0
Embarcación,2014,Chiapas,Acapetahua,Río Arriba,2,0
Hielera,2014,Chiapas,Acapetahua,Río Arriba,0,0
Sistema,2014,Chiapas,Acapetahua,Río Arriba,0,0
Motor,2014,Chiapas,Arriaga,Emiliano Zapata,2,1
Embarcación,2014,Chiapas,Arriaga,Emiliano Zapata,0,0
Hielera,2014,Chiapas,Arriaga,Emiliano Zapata,0,0
Sistema,2014,Chiapas,Arriaga,Emiliano Zapata,0,0
Motor,2014,Chiapas,Arriaga,La Gloria,2,1
Embarcación,2014,Chiapas,Arriaga,La Gloria,0,0
Hielera,2014,Chiapas,Arriaga,La Gloria,0,0
Sistema,2014,Chiapas,Arriaga,La Gloria,0,0
Motor,2014,Chiapas,Catazajá,Catazajá,13,3
Embarcación,2014,Chiapas,Catazajá,Catazajá,0,0
Hielera,2014,Chiapas,Catazajá,Catazajá,0,0
Sistema,2014,Chiapas,Catazajá,Catazajá,0,0
Motor,2014,Chiapas,Catazajá,Cuyo (Álvaro Obregón),2,1
Embarcación,2014,Chiapas,Catazajá,Cuyo (Álvaro Obregón),0,0
Hielera,2014,Chiapas,Catazajá,Cuyo (Álvaro Obregón),0,0
Sistema,2014,Chiapas,Catazajá,Cuyo (Álvaro Obregón),0,0
Motor,2014,Chiapas,Catazajá,El Pajonal,4,2
Embarcación,2014,Chiapas,Catazajá,El Pajonal,0,0
Hielera,2014,Chiapas,Catazajá,El Pajonal,0,0
Sistema,2014,Chiapas,Catazajá,El Pajonal,0,0
Motor,2014,Chiapas,Catazajá,El Paraíso,1,1
Embarcación,2014,Chiapas,Catazajá,El Paraíso,0,0
Hielera,2014,Chiapas,Catazajá,El Paraíso,0,0
Sistema,2014,Chiapas,Catazajá,El Paraíso,0,0
Motor,2014,Chiapas,Catazajá,El Tinto Bonshán,2,1
Embarcación,2014,Chiapas,Catazajá,El Tinto Bonshán,0,0
Hielera,2014,Chiapas,Catazajá,El Tinto Bonshán,0,0
Sistema,2014,Chiapas,Catazajá,El Tinto Bonshán,0,0
Motor,2014,Chiapas,Catazajá,Ignacio Zaragoza,5,3
Embarcación,2014,Chiapas,Catazajá,Ignacio Zaragoza,0,0
Hielera,2014,Chiapas,Catazajá,Ignacio Zaragoza,0,0
Sistema,2014,Chiapas,Catazajá,Ignacio Zaragoza,0,0
Motor,2014,Chiapas,Catazajá,Linda Vista 1a. Sección,1,0
Embarcación,2014,Chiapas,Catazajá,Linda Vista 1a. Sección,0,0
Hielera,2014,Chiapas,Catazajá,Linda Vista 1a. Sección,0,0
Sistema,2014,Chiapas,Catazajá,Linda Vista 1a. Sección,0,0
Motor,2014,Chiapas,Catazajá,Lindavista 2a. Sección,1,0
Embarcación,2014,Chiapas,Catazajá,Lindavista 2a. Sección,0,0
Hielera,2014,Chiapas,Catazajá,Lindavista 2a. Sección,0,0
Sistema,2014,Chiapas,Catazajá,Lindavista 2a. Sección,0,0
Motor,2014,Chiapas,Catazajá,Punta Arena,7,4
Embarcación,2014,Chiapas,Catazajá,Punta Arena,0,0
Hielera,2014,Chiapas,Catazajá,Punta Arena,0,0
Sistema,2014,Chiapas,Catazajá,Punta Arena,0,0
Motor,2014,Chiapas,La Concordia.,Niños Héroes,9,3
Embarcación,2014,Chiapas,La Concordia.,Niños Héroes,0,0
Hielera,2014,Chiapas,La Concordia.,Niños Héroes,0,0
Sistema,2014,Chiapas,La Concordia.,Niños Héroes,0,0
Motor,2014,Chiapas,La Libertad.,La Libertad,1,1
Embarcación,2014,Chiapas,La Libertad.,La Libertad,0,0
Hielera,2014,Chiapas,La Libertad.,La Libertad,0,0
Sistema,2014,Chiapas,La Libertad.,La Libertad,0,0
Motor,2014,Chiapas,Ocozocoautla de Espinosa,Apic Pac,1,1
Embarcación,2014,Chiapas,Ocozocoautla de Espinosa,Apic Pac,0,0
Hielera,2014,Chiapas,Ocozocoautla de Espinosa,Apic Pac,0,0
Sistema,2014,Chiapas,Ocozocoautla de Espinosa,Apic Pac,0,0
Motor,2014,Chiapas,Pijijiapan,Las Brisas,3,2
Embarcación,2014,Chiapas,Pijijiapan,Las Brisas,0,0
Hielera,2014,Chiapas,Pijijiapan,Las Brisas,0,0
Sistema,2014,Chiapas,Pijijiapan,Las Brisas,0,0
Motor,2014,Chiapas,Pijijiapan,Las Brisas,1,0
Motor,2014,Chiapas,Pijijiapan,Mancomún Comunidad Carreta,1,0
Embarcación,2014,Chiapas,Pijijiapan,Mancomún Comunidad Carreta,0,0
Hielera,2014,Chiapas,Pijijiapan,Mancomún Comunidad Carreta,0,0
Sistema,2014,Chiapas,Pijijiapan,Mancomún Comunidad Carreta,0,0
Motor,2014,Chiapas,Pijijiapan,Palo Blanco,1,0
Embarcación,2014,Chiapas,Pijijiapan,Palo Blanco,0,0
Hielera,2014,Chiapas,Pijijiapan,Palo Blanco,0,0
Sistema,2014,Chiapas,Pijijiapan,Palo Blanco,0,0
Motor,2014,Chiapas,Socoltenango,El Santuario,7,3
Embarcación,2014,Chiapas,Socoltenango,El Santuario,0,0
Hielera,2014,Chiapas,Socoltenango,El Santuario,0,0
Sistema,2014,Chiapas,Socoltenango,El Santuario,0,0
Motor,2014,Chiapas,Tapachula,Puerto Madero (San Benito),9,1
Embarcación,2014,Chiapas,Tapachula,Puerto Madero (San Benito),0,0
Hielera,2014,Chiapas,Tapachula,Puerto Madero (San Benito),0,0
Sistema,2014,Chiapas,Tapachula,Puerto Madero (San Benito),0,0
Motor,2014,Chiapas,Tecpatán,Dique Tres,2,1
Embarcación,2014,Chiapas,Tecpatán,Dique Tres,0,0
Hielera,2014,Chiapas,Tecpatán,Dique Tres,0,0
Sistema,2014,Chiapas,Tecpatán,Dique Tres,0,0
Motor,2014,Chiapas,Tecpatán,Francisco Villa,2,0
Embarcación,2014,Chiapas,Tecpatán,Francisco Villa,0,0
Hielera,2014,Chiapas,Tecpatán,Francisco Villa,0,0
Sistema,2014,Chiapas,Tecpatán,Francisco Villa,0,0
Motor,2014,Chiapas,Tecpatán,Raudales Malpaso,5,0
Embarcación,2014,Chiapas,Tecpatán,Raudales Malpaso,0,0
Hielera,2014,Chiapas,Tecpatán,Raudales Malpaso,0,0
Sistema,2014,Chiapas,Tecpatán,Raudales Malpaso,0,0
Motor,2014,Chiapas,Tecpatán,Tecpatán,2,0
Embarcación,2014,Chiapas,Tecpatán,Tecpatán,0,0
Hielera,2014,Chiapas,Tecpatán,Tecpatán,0,0
Sistema,2014,Chiapas,Tecpatán,Tecpatán,0,0
Motor,2014,Chiapas,Tecpatán,Trece de Septiembre,2,1
Embarcación,2014,Chiapas,Tecpatán,Trece de Septiembre,0,0
Hielera,2014,Chiapas,Tecpatán,Trece de Septiembre,0,0
Sistema,2014,Chiapas,Tecpatán,Trece de Septiembre,0,0
Motor,2014,Chiapas,Tonalá,Boca del Cielo,8,3
Embarcación,2014,Chiapas,Tonalá,Boca del Cielo,0,0
Hielera,2014,Chiapas,Tonalá,Boca del Cielo,0,0
Sistema,2014,Chiapas,Tonalá,Boca del Cielo,0,0
Motor,2014,Chiapas,Tonalá,Cabeza de Toro,6,2
Embarcación,2014,Chiapas,Tonalá,Cabeza de Toro,0,0
Hielera,2014,Chiapas,Tonalá,Cabeza de Toro,0,0
Sistema,2014,Chiapas,Tonalá,Cabeza de Toro,0,0
Motor,2014,Chiapas,Tonalá,Paredón,36,9
Embarcación,2014,Chiapas,Tonalá,Paredón,0,0
Hielera,2014,Chiapas,Tonalá,Paredón,0,0
Sistema,2014,Chiapas,Tonalá,Paredón,0,0
Motor,2014,Chiapas,Venustiano Carranza,Paraíso del Grijalva,11,3
Embarcación,2014,Chiapas,Venustiano Carranza,Paraíso del Grijalva,0,0
Hielera,2014,Chiapas,Venustiano Carranza,Paraíso del Grijalva,0,0
Sistema,2014,Chiapas,Venustiano Carranza,Paraíso del Grijalva,0,0
Motor,2014,Chiapas,Villa Corzo,Bellavista,1,0
Embarcación,2014,Chiapas,Villa Corzo,Bellavista,0,0
Hielera,2014,Chiapas,Villa Corzo,Bellavista,0,0
Sistema,2014,Chiapas,Villa Corzo,Bellavista,0,0
Motor,2014,Chiapas,Villa Corzo,El Cielito (Buenavista),1,0
Embarcación,2014,Chiapas,Villa Corzo,El Cielito (Buenavista),0,0
Hielera,2014,Chiapas,Villa Corzo,El Cielito (Buenavista),0,0
Sistema,2014,Chiapas,Villa Corzo,El Cielito (Buenavista),0,0
Motor,2014,Chiapas,Villa Corzo,Embarcadero de Jericó (El Siglo),4,0
Embarcación,2014,Chiapas,Villa Corzo,Embarcadero de Jericó (El Siglo),0,0
Hielera,2014,Chiapas,Villa Corzo,Embarcadero de Jericó (El Siglo),0,0
Sistema,2014,Chiapas,Villa Corzo,Embarcadero de Jericó (El Siglo),0,0
Motor,2014,Chiapas,Villa Corzo,Jericó (Porvenir Jericó),11,3
Embarcación,2014,Chiapas,Villa Corzo,Jericó (Porvenir Jericó),0,0
Hielera,2014,Chiapas,Villa Corzo,Jericó (Porvenir Jericó),0,0
Sistema,2014,Chiapas,Villa Corzo,Jericó (Porvenir Jericó),0,0
Motor,2014,Chiapas,Villa Corzo,Loma Bonita,8,4
Embarcación,2014,Chiapas,Villa Corzo,Loma Bonita,0,0
Hielera,2014,Chiapas,Villa Corzo,Loma Bonita,0,0
Sistema,2014,Chiapas,Villa Corzo,Loma Bonita,0,0
Motor,2014,Chiapas,Villa Corzo,Loma Bonita,1,1
Motor,2014,Chiapas,Villa Corzo,Manuel Ávila Camacho,5,2
Embarcación,2014,Chiapas,Villa Corzo,Manuel Ávila Camacho,0,0
Hielera,2014,Chiapas,Villa Corzo,Manuel Ávila Camacho,0,0
Sistema,2014,Chiapas,Villa Corzo,Manuel Ávila Camacho,0,0
Motor,2014,Chiapas,Villa Corzo,Revolución Mexicana,3,2
Embarcación,2014,Chiapas,Villa Corzo,Revolución Mexicana,0,0
Hielera,2014,Chiapas,Villa Corzo,Revolución Mexicana,0,0
Sistema,2014,Chiapas,Villa Corzo,Revolución Mexicana,0,0
Motor,2014,Chiapas,Villa Corzo,San Antonio,1,0
Embarcación,2014,Chiapas,Villa Corzo,San Antonio,0,0
Hielera,2014,Chiapas,Villa Corzo,San Antonio,0,0
Sistema,2014,Chiapas,Villa Corzo,San Antonio,0,0
Motor,2014,Chiapas,Villa Corzo,San Julián,1,0
Embarcación,2014,Chiapas,Villa Corzo,San Julián,0,0
Hielera,2014,Chiapas,Villa Corzo,San Julián,0,0
Sistema,2014,Chiapas,Villa Corzo,San Julián,0,0
Motor,2014,Chiapas,Villa Corzo,Valle Morelos,6,2
Embarcación,2014,Chiapas,Villa Corzo,Valle Morelos,0,0
Hielera,2014,Chiapas,Villa Corzo,Valle Morelos,0,0
Sistema,2014,Chiapas,Villa Corzo,Valle Morelos,0,0
Motor,2014,Coahuila,Acuña,Ciudad Acuña,6,3
Embarcación,2014,Coahuila,Acuña,Ciudad Acuña,1,1
Hielera,2014,Coahuila,Acuña,Ciudad Acuña,0,0
Sistema,2014,Coahuila,Acuña,Ciudad Acuña,0,0
Motor,2014,Coahuila,Juárez,Club de Caza Tiro y Pesca Don Martín,3,2
Embarcación,2014,Coahuila,Juárez,Club de Caza Tiro y Pesca Don Martín,1,1
Hielera,2014,Coahuila,Juárez,Club de Caza Tiro y Pesca Don Martín,0,0
